STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,REPORTTPYE,HOURLYSKYCONDITIONS,HOURLYVISIBILITY,HOURLYPRSENTWEATHERTYPE,HOURLYDRYBULBTEMPF,HOURLYWETBULBTEMPF,HOURLYDewPointTempF,HOURLYRelativeHumidity,HOURLYWindSpeed,HOURLYWindDirection,HOURLYWindGustSpeed,HOURLYStationPressure
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/1/2017 16:15,FM-15,SCT:04 55,10,,84,71.0,64,51.0,11,VRB,24,29.75
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/1/2017 16:35,FM-15,CLR:00,10,,84,71.0,64,51.0,14,180,24,29.75
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/1/2017 16:55,FM-15,CLR:00,10,,86,72.0,64,49.0,16,190,21,29.74
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/1/2017 17:15,FM-15,CLR:00,10,,84,71.0,64,51.0,15,200,22,29.74
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/1/2017 17:35,FM-15,SCT:04 65,10,,84,70.0,63,48.0,17,190,32,29.73
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/1/2017 17:55,FM-15,CLR:00,10,,84,69.0,61,45.0,11,210,23,29.73
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/1/2017 18:15,FM-15,CLR:00,10,,82,70.0,63,51.0,9,190,23,29.72
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/1/2017 18:35,FM-15,CLR:00,10,,82,70.0,64,55.0,14,190,26,29.73
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/1/2017 18:55,FM-15,CLR:00,10,,82,70.0,64,55.0,10,190,18,29.73
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/1/2017 19:15,FM-15,CLR:00,10,,81,70.0,64,58.0,11,190,23,29.73
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/1/2017 19:35,FM-15,CLR:00,10,,81,69.0,63,54.0,13,VRB,26,29.73
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/1/2017 19:55,FM-15,CLR:00,10,,81,70.0,64,58.0,17,VRB,22,29.73
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/1/2017 20:15,FM-15,CLR:00,10,,79,71.0,66,65.0,14,190,23,29.74
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/1/2017 20:35,FM-15,CLR:00,10,,79,70.0,66,65.0,17,180,24,29.72
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/1/2017 20:55,FM-15,CLR:00,10,,79,70.0,66,65.0,15,190,28,29.73
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/1/2017 21:15,FM-15,CLR:00,10,,79,71.0,66,65.0,16,190,23,29.74
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/1/2017 21:35,FM-15,CLR:00,10,,79,70.0,66,65.0,17,VRB,32,29.73
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/1/2017 21:55,FM-15,CLR:00,10,,77,70.0,66,69.0,17,VRB,28,29.72
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/1/2017 22:15,FM-15,CLR:00,10,,77,70.0,66,69.0,11,VRB,22,29.74
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/1/2017 22:35,FM-15,CLR:00,10,,77,70.0,66,69.0,8,VRB,22,29.73
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/1/2017 22:55,FM-15,SCT:04 32,10,,75,69.0,66,74.0,10,190,22,29.72
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/1/2017 23:15,FM-15,SCT:04 32,10,,75,69.0,66,74.0,16,190,26,29.71
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/1/2017 23:35,FM-15,SCT:04 30,10,,75,69.0,66,74.0,13,200,24,29.72
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/1/2017 23:55,FM-15,SCT:04 30 SCT:04 35,7,,75,69.0,66,74.0,10,200,26,29.72
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/2/2017 0:15,FM-15,SCT:04 30 BKN:07 70,10,,75,69.0,66,74.0,9,200,16,29.7
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/2/2017 0:35,FM-15,SCT:04 29 BKN:07 70,7,,73,70.0,68,83.0,8,VRB,20,29.7
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/2/2017 0:55,FM-15,CLR:00,10,,73,71.0,70,89.0,9,VRB,17,29.69
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/2/2017 1:15,FM-15,CLR:00,10,,73,71.0,70,89.0,14,VRB,20,29.68
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/2/2017 1:35,FM-15,CLR:00,10,,73,71.0,70,89.0,9,VRB,22,29.67
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/2/2017 1:55,FM-15,SCT:04 14 SCT:04 20,10,,73,71.0,70,89.0,13,200,24,29.68
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/2/2017 2:15,FM-15,CLR:00,10,,73,71.0,70,89.0,11,210,25,29.68
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/2/2017 2:35,FM-15,CLR:00,10,,73,71.0,70,89.0,10,VRB,16,29.67
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/2/2017 2:55,FM-15,CLR:00,10,,73,70.0,68,83.0,8,VRB,16,29.67
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/2/2017 3:15,FM-15,SCT:04 25,10,,73,69.0,66,78.0,13,250,20,29.67
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/2/2017 3:35,FM-15,CLR:00,10,,73,67.0,64,74.0,11,250,21,29.67
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/2/2017 3:55,FM-15,CLR:00,10,,72,67.0,64,78.0,14,240,25,29.68
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/2/2017 4:15,FM-15,CLR:00,10,,72,67.0,64,78.0,10,260,16,29.68
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/2/2017 4:35,FM-15,CLR:00,10,,72,67.0,64,78.0,11,260,18,29.69
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/2/2017 4:55,FM-15,CLR:00,10,,70,66.0,64,83.0,16,260,22,29.69
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/2/2017 5:15,FM-15,CLR:00,10,,70,66.0,63,78.0,7,250,,29.69
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/2/2017 5:35,FM-15,CLR:00,10,,70,66.0,63,78.0,7,260,,29.7
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/2/2017 5:55,FM-15,CLR:00,10,,70,66.0,63,78.0,7,250,17,29.71
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/2/2017 6:15,FM-15,CLR:00,10,,70,66.0,63,78.0,10,VRB,16,29.72
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/2/2017 6:35,FM-15,CLR:00,10,,70,66.0,63,78.0,11,260,17,29.72
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/2/2017 6:55,FM-15,CLR:00,10,,70,66.0,63,78.0,13,260,21,29.73
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/2/2017 7:15,FM-15,CLR:00,10,,70,64.0,61,73.0,16,250,22,29.74
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/2/2017 7:35,FM-15,CLR:00,10,,70,64.0,61,73.0,16,260,22,29.74
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/2/2017 7:55,FM-15,CLR:00,10,,70,64.0,61,73.0,14,280,23,29.74
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/2/2017 8:15,FM-15,CLR:00,10,,72,64.0,59,65.0,14,280,29,29.75
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/2/2017 8:35,FM-15,CLR:00,10,,72,64.0,59,65.0,13,VRB,25,29.75
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/2/2017 8:55,FM-15,CLR:00,10,,72,63.0,57,61.0,16,280,24,29.75
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/2/2017 9:15,FM-15,CLR:00,10,,73,63.0,57,57.0,13,280,22,29.75
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/2/2017 9:35,FM-15,CLR:00,10,,73,62.0,55,53.0,16,250,22,29.75
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/2/2017 9:55,FM-15,CLR:00,10,,73,62.0,55,53.0,16,260,25,29.76
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/2/2017 10:15,FM-15,CLR:00,10,,75,63.0,54,47.0,18,280,26,29.76
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/2/2017 10:35,FM-15,CLR:00,10,,75,63.0,54,47.0,18,260,23,29.77
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/2/2017 10:55,FM-15,CLR:00,10,,75,61.0,50,41.0,21,260,28,29.77
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/2/2017 11:15,FM-15,CLR:00,10,,75,61.0,50,41.0,16,VRB,29,29.77
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/2/2017 11:35,FM-15,CLR:00,10,,77,62.0,52,42.0,13,VRB,23,29.77
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/2/2017 11:55,FM-15,CLR:00,10,,77,61.0,48,36.0,18,290,29,29.77
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/2/2017 12:15,FM-15,CLR:00,10,,79,62.0,50,37.0,14,250,22,29.77
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/2/2017 12:35,FM-15,CLR:00,10,,77,61.0,48,36.0,10,VRB,25,29.77
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/2/2017 12:55,FM-15,CLR:00,10,,79,60.0,46,32.0,16,250,26,29.77
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/2/2017 13:15,FM-15,CLR:00,10,,79,60.0,46,32.0,17,280,26,29.77
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/2/2017 13:35,FM-15,CLR:00,10,,79,60.0,45,30.0,21,270,29,29.77
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/2/2017 13:55,FM-15,CLR:00,10,,79,60.0,46,32.0,16,290,23,29.76
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/2/2017 14:15,FM-15,CLR:00,10,,79,60.0,46,32.0,14,250,23,29.76
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/2/2017 14:35,FM-15,CLR:00,10,,81,61.0,46,30.0,13,270,23,29.76
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/2/2017 14:55,FM-15,CLR:00,10,,81,61.0,46,30.0,15,260,26,29.76
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/2/2017 15:15,FM-15,CLR:00,10,,79,60.0,46,32.0,15,240,26,29.75
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/2/2017 15:35,FM-15,CLR:00,10,,81,62.0,48,32.0,17,VRB,24,29.76
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/2/2017 15:55,FM-15,CLR:00,10,,79,60.0,46,32.0,20,260,24,29.76
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/2/2017 16:15,FM-15,CLR:00,10,,79,60.0,46,32.0,9,240,24,29.76
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/2/2017 16:35,FM-15,CLR:00,10,,79,60.0,46,32.0,11,VRB,21,29.76
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/2/2017 16:55,FM-15,CLR:00,10,,79,60.0,46,32.0,10,VRB,25,29.76
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/2/2017 17:15,FM-15,CLR:00,10,,79,60.0,46,32.0,7,240,20,29.76
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/2/2017 17:35,FM-15,CLR:00,10,,77,60.0,46,34.0,13,240,20,29.76
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/2/2017 17:55,FM-15,CLR:00,10,,75,59.0,46,36.0,9,VRB,21,29.76
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/2/2017 18:15,FM-15,CLR:00,10,,75,59.0,46,36.0,9,VRB,,29.76
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/2/2017 18:35,FM-15,CLR:00,10,,75,59.0,46,36.0,6,240,,29.77
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/2/2017 18:55,FM-15,CLR:00,10,,73,58.0,46,38.0,0,0,,29.77
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/2/2017 19:15,FM-15,CLR:00,10,,73,58.0,46,38.0,0,0,,29.78
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/2/2017 19:35,FM-15,CLR:00,10,,72,58.0,46,41.0,0,0,,29.79
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/2/2017 19:55,FM-15,CLR:00,10,,72,58.0,46,41.0,0,0,,29.8
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/2/2017 20:15,FM-15,CLR:00,10,,72,58.0,46,41.0,0,0,,29.81
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/2/2017 20:35,FM-15,CLR:00,10,,70,58.0,48,46.0,0,0,,29.81
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/2/2017 20:55,FM-15,CLR:00,10,,70,58.0,48,46.0,0,0,,29.82
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/2/2017 21:15,FM-15,CLR:00,10,,70,58.0,48,46.0,3,230,,29.83
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/2/2017 21:35,FM-15,CLR:00,10,,70,58.0,48,46.0,5,240,,29.83
